id,label
291,0.6208556294441223
212,0.5079236626625061
4528,0.5818226337432861
1513,0.09394776076078415
906,0.40016037225723267
52,0.5687671303749084
11518,0.7418200969696045
10489,0.3509134352207184
1626,0.3885333240032196
10353,0.17812681198120117
5267,0.20946380496025085
6170,0.8184516429901123
565,0.5666924715042114
1463,0.698603093624115
726,0.5788807272911072
614,0.5187731981277466
10281,0.8966088891029358
1990,0.894321620464325
7628,0.2977437674999237
10231,0.5990716218948364
1456,0.728971540927887
10442,0.6462178230285645
5245,0.3406168818473816
2254,0.3732430934906006
2353,0.46972033381462097
9918,0.6456235647201538
6522,0.6162621378898621
2338,0.33416828513145447
2476,0.7988743185997009
12339,0.736824095249176
7040,0.556230902671814
9644,0.1293713003396988
4756,0.8283286094665527
7289,0.7080270648002625
2286,0.7412771582603455
5071,0.7374900579452515
4739,0.6508752703666687
1916,0.6803510189056396
11725,0.8982721567153931
5358,0.1669316291809082
2263,0.5592494606971741
8074,0.8685441613197327
8017,0.36709874868392944
4914,0.5956040024757385
7550,0.6430270075798035
11178,0.7271989583969116
11979,0.8913677334785461
11390,0.6273077726364136
7776,0.662428617477417
10366,0.5680714845657349
8374,0.3223665654659271
11547,0.24351535737514496
3014,0.8449864387512207
12136,0.5905249118804932
11196,0.5908997654914856
9846,0.6528881192207336
9328,0.47354546189308167
943,0.5914129018783569
9473,0.782478392124176
12446,0.755713164806366
12130,0.5948183536529541
9145,0.4651070535182953
6743,0.1904274821281433
3858,0.8371284604072571
9632,0.332022100687027
7495,0.6130156517028809
4876,0.3346198499202728
4091,0.6856159567832947
4568,0.7283037304878235
5530,0.3134857416152954
7603,0.596342146396637
10468,0.5805807709693909
3580,0.730306088924408
11471,0.49652817845344543
9326,0.5855739712715149
11617,0.6174802184104919
5471,0.6365006566047668
2024,0.29522058367729187
4399,0.7091614007949829
5152,0.4767337739467621
1260,0.6084768176078796
11266,0.6521093249320984
12249,0.8345365524291992
7257,0.49009352922439575
11237,0.7667232751846313
1209,0.7728627324104309
6304,0.5848896503448486
962,0.4410097897052765
1030,0.11352770775556564
7808,0.6259207725524902
1650,0.6101645231246948
8382,0.7908740639686584
11149,0.6897103190422058
3301,0.8130808472633362
11352,0.758825421333313
872,0.10632440447807312
9884,0.6151676177978516
11204,0.6546152830123901
9291,0.39790815114974976
9816,0.46216538548469543
7224,0.3470557630062103
4896,0.6092629432678223
5738,0.8993281126022339
10792,0.4126415252685547
4387,0.6021364331245422
3049,0.6942948698997498
10374,0.34866973757743835
12038,0.9531946778297424
4284,0.5088576674461365
9984,0.7002727389335632
8261,0.29325026273727417
7790,0.35466304421424866
2961,0.39015713334083557
7431,0.4936259090900421
10335,0.955541729927063
11062,0.28477782011032104
983,0.7708740234375
11636,0.26338449120521545
10124,0.7174452543258667
7925,0.30465221405029297
9071,0.8188391923904419
5340,0.3826148211956024
8239,0.7552180290222168
4136,0.7388150691986084
5706,0.6166739463806152
10960,0.3873893916606903
3728,0.38009268045425415
8935,0.2177371382713318
1119,0.818303644657135
6285,0.48288479447364807
9366,0.6608969569206238
6463,0.498688280582428
11430,0.3833812475204468
8126,0.682151198387146
4191,0.6441600918769836
3683,0.3680427074432373
1229,0.5312334299087524
1177,0.5045746564865112
9440,0.8191704750061035
11478,0.7181233167648315
9306,0.5753956437110901
3775,0.7259487509727478
3727,0.510642945766449
8971,0.7789794206619263
470,0.49370816349983215
3742,0.893770694732666
12393,0.43476253747940063
6337,0.556163489818573
310,0.7911310791969299
780,0.2979639768600464
1331,0.5023929476737976
687,0.8679834604263306
11498,0.44127073884010315
5596,0.45181459188461304
6627,0.6211740970611572
10625,0.354292094707489
6011,0.23268629610538483
1867,0.33674922585487366
5919,0.4142472445964813
6115,0.4431910514831543
9414,0.9593377113342285
11140,0.5524708032608032
6697,0.8127075433731079
11300,0.8989705443382263
2110,0.9231648445129395
5684,0.5270264148712158
1001,0.47791340947151184
11685,0.5532063841819763
7321,0.569931149482727
5934,0.4758075773715973
11188,0.929068922996521
4130,0.8075641989707947
58,0.5016549229621887
30,0.7718469500541687
8123,0.886285662651062
690,0.6198967099189758
7372,0.8386536240577698
12270,0.8849496841430664
6243,0.28357982635498047
6542,0.1324261575937271
888,0.9288424849510193
12337,0.9062033891677856
5053,0.3641854226589203
2575,0.44201236963272095
3626,0.5920711159706116
5066,0.7574590444564819
12419,0.6669452786445618
8617,0.5366055369377136
5188,0.6912303566932678
6710,0.7774582505226135
12463,0.9356338977813721
9235,0.3735584616661072
1761,0.9591420888900757
10234,0.788779616355896
5823,0.5642504692077637
5364,0.37343594431877136
834,0.9434173703193665
4020,0.26445430517196655
109,0.6321226954460144
1070,0.7776396870613098
10293,0.7857093811035156
2392,0.4905000329017639
5734,0.27953317761421204
223,0.23244749009609222
1146,0.5627507567405701
8030,0.49288153648376465
10800,0.7267686128616333
6762,0.1935661882162094
914,0.33995938301086426
3381,0.4491993188858032
12155,0.11614099144935608
2193,0.3062148988246918
1548,0.6532297134399414
11381,0.22765973210334778
683,0.4126504063606262
2440,0.7320454716682434
3539,0.676284670829773
3277,0.7843485474586487
9381,0.3333926200866699
6688,0.6209667325019836
397,0.11702514439821243
6831,0.6661676168441772
8554,0.5440831184387207
3017,0.3021978437900543
752,0.5785040259361267
9662,0.40022897720336914
7591,0.22369550168514252
6168,0.6113081574440002
87,0.3965897262096405
12069,0.7322794198989868
4933,0.5516838431358337
9122,0.5882022976875305
1282,0.7091833353042603
4894,0.8746063113212585
11277,0.8669334650039673
1276,0.8956027626991272
11923,0.7044218182563782
8534,0.34211212396621704
11555,0.5067653656005859
5167,0.36906713247299194
4000,0.6401273012161255
10176,0.9036198854446411
864,0.40070822834968567
1646,0.7751553058624268
11626,0.7548160552978516
8606,0.6274732351303101
6383,0.7421446442604065
2160,0.24583296477794647
9646,0.4116571247577667
4482,0.5159281492233276
8984,0.3035833239555359
5808,0.964404821395874
10065,0.5491067171096802
3114,0.7770066261291504
3644,0.5694208741188049
4584,0.5929914116859436
10968,0.48397448658943176
7760,0.7916869521141052
5772,0.7388916015625
1656,0.38683581352233887
12398,0.5762143731117249
201,0.46564212441444397
2685,0.47859376668930054
392,0.4485340714454651
4017,0.9002509117126465
10773,0.7911287546157837
10894,0.5868927240371704
6883,0.2506157457828522
7237,0.48800745606422424
11009,0.7103767991065979
7182,0.24626424908638
9216,0.6166762113571167
11635,0.37712278962135315
9452,0.20269335806369781
5725,0.8002428412437439
3080,0.5789855718612671
11616,0.6727548241615295
1574,0.26526904106140137
